awardeeCounty,Year_date,d_SBIR_1,SBIR_1,d_SBIR_2,SBIR_2,d_STTR_1,STTR_1,d_STTR_2,STTR_2,d_PFI,PFI,d_others,others,d_inv,d_59,total_50k,d_99,estimatedTotalAmt_d_99,total_corps,total_fund,d_d_59,ID,gname_x,gname_y,gname_x,gname_y,gname_x,gname_y,gname
Grand Rapids,2005,0,0,0,0,0,0,0,0,0,0,1,214264,0,0,0,0,0,0,214264,0,784,,,,,,,
Grand Rapids,2006,0,0,0,0,0,0,0,0,0,0,1,878907,0,0,0,0,0,0,878907,0,784,,,,,,,
Grand Rapids,2007,0,0,0,0,0,0,0,0,0,0,1,600000,0,0,0,0,0,0,600000,0,784,,,,,,,
Grand Rapids,2008,0,0,0,0,0,0,0,0,0,0,1,243912,0,0,0,0,0,0,243912,0,784,,,,,,,
Grand Rapids,2009,0,0,0,0,0,0,0,0,0,0,1,1162000,0,0,0,0,0,0,1162000,0,784,,,,,,,
Grand Rapids,2010,0,0,0,0,0,0,0,0,0,0,1,1343667,0,0,0,0,0,0,1343667,0,784,,,,,,,
Grand Rapids,2011,0,0,0,0,0,0,0,0,0,0,1,787326,0,0,0,0,0,0,787326,0,784,,,,,,,
Grand Rapids,2012,0,0,0,0,0,0,0,0,0,0,1,766167,0,0,0,0,0,0,766167,0,784,,,,,,,
Grand Rapids,2013,0,0,0,0,0,0,0,0,0,0,1,640000,0,0,0,0,0,0,640000,0,784,,,,,,,
Grand Rapids,2016,0,0,0,0,0,0,0,0,0,0,1,89179,0,0,0,0,0,0,89179,0,784,,,,,,,
Grand Rapids,2017,0,0,0,0,0,0,0,0,0,0,1,499409,0,0,0,0,0,0,499409,0,784,,,,,,,
Grand Rapids,2018,0,0,0,0,0,0,0,0,0,0,1,2074479,0,0,0,0,0,0,2074479,0,784,,,,,,,
Grand Rapids,2019,0,0,0,0,0,0,0,0,0,0,1,5185719,0,0,0,0,0,0,5185719,0,784,,,,,,,
Grand Rapids,2020,0,0,0,0,0,0,0,0,0,0,1,1068415,0,0,0,0,0,0,1068415,0,784,,,,,,,
Grand Rapids,2021,0,0,0,0,0,0,0,0,0,0,1,2730745,0,0,0,0,0,0,2730745,0,784,,,,,,,
Grand Rapids,2022,0,0,0,0,0,0,0,0,0,0,1,1560000,0,0,0,0,0,0,1560000,0,784,,,,,,,
Grants Pass,2010,0,0,0,0,0,0,0,0,0,0,1,150000,0,0,0,0,0,0,150000,0,785,,,,,,,
Grants Pass,2014,0,0,0,0,0,0,0,0,0,0,1,674094,0,0,0,0,0,0,674094,0,785,,,,,,,
Grapevine,2010,1,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,786,,,,,,,
Grapevine,2021,1,0,0,0,0,0,0,0,0,0,1,200000,0,0,0,0,0,0,200000,0,786,,,,,,,
Grass Valley,2007,0,0,0,0,0,0,0,0,0,0,1,198880,0,0,0,0,0,0,198880,0,787,,,,,,,
Grass Valley,2009,0,0,0,0,0,0,0,0,0,0,1,297968,0,0,0,0,0,0,297968,0,787,,,,,,,
Grayslake,2006,0,0,0,0,0,0,0,0,0,0,1,499194,0,0,0,0,0,0,499194,0,788,,,,,,,
Grayslake,2009,0,0,0,0,0,0,0,0,0,0,1,149835,0,0,0,0,0,0,149835,0,788,,,,,,,
Grayslake,2012,0,0,0,0,0,0,0,0,0,0,1,1483130,0,0,0,0,0,0,1483130,0,788,,,,,,,
Grayslake,2019,0,0,0,0,0,0,0,0,0,0,1,1993696,0,0,0,0,0,0,1993696,0,788,,,,,,,
Great Barrington,2008,0,0,0,0,0,0,0,0,0,0,1,294333,0,0,0,0,0,0,294333,0,789,,,,,,,
Great Barrington,2014,0,0,0,0,0,0,0,0,0,0,1,24000,0,0,0,0,0,0,24000,0,789,,,,,,,
Great Barrington,2015,0,0,0,0,0,0,0,0,0,0,1,49344,0,0,0,0,0,0,49344,0,789,,,,,,,
Great Barrington,2018,0,0,0,0,0,0,0,0,0,0,1,48000,0,0,0,0,0,0,48000,0,789,,,,,,,
Great Barrington,2021,0,0,0,0,0,0,0,0,0,0,1,158780,0,0,0,0,0,0,158780,0,789,,,,,,,
Great Falls,1995,0,0,0,0,0,0,0,0,0,0,1,100000,0,0,0,0,0,0,100000,0,790,,,,,,,
Great Falls,1998,0,0,0,0,0,0,0,0,0,0,1,15000,0,0,0,0,0,0,15000,0,790,,,,,,,
Great Falls,1999,0,0,0,0,0,0,0,0,0,0,1,535620,0,0,0,0,0,0,535620,0,790,,,,,,,
Great Falls,2000,0,0,0,0,0,0,0,0,0,0,1,315000,0,0,0,0,0,0,315000,0,790,,,,,,,
Great Falls,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,790,,,,,,,
Great Falls,2015,0,0,0,0,0,0,0,0,0,0,1,600281,0,0,0,0,0,0,600281,0,790,,,,,,,
Great Falls,2019,0,0,0,0,0,0,0,0,0,0,1,178352,0,0,0,0,0,0,178352,0,790,,,,,,,
Great Falls,2022,1,256000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,256000,0,790,,,,,,,
Great Neck,1996,0,0,0,0,0,0,0,0,0,0,1,160000,0,0,0,0,0,0,160000,0,791,,,,,,,
Great Neck,2014,1,149897,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149897,0,791,,,,,,,
Greater Vancouver Regional District,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,,,,,,,
Greater Vancouver Regional District,2010,0,0,0,0,0,0,0,0,0,0,1,2895639,0,0,0,0,0,0,2895639,0,792,,,,,,,
Greeley,1988,0,0,0,0,0,0,0,0,0,0,1,690083,0,0,0,0,0,0,690083,0,793,,,,,,,
Greeley,1991,0,0,0,0,0,0,0,0,0,0,1,600679,0,0,0,0,0,0,600679,0,793,,,,,,,
Greeley,1992,0,0,0,0,0,0,0,0,0,0,1,578048,0,0,0,0,0,0,578048,0,793,,,,,,,
Greeley,1993,0,0,0,0,0,0,0,0,0,0,1,1434803,0,0,0,0,0,0,1434803,0,793,,,,,,,
Greeley,1994,0,0,0,0,0,0,0,0,0,0,1,6156602,0,0,0,0,0,0,6156602,0,793,,,,,,,
Greeley,1995,0,0,0,0,0,0,0,0,0,0,1,1119793,0,0,0,0,0,0,1119793,0,793,,,,,,,
Greeley,1996,0,0,0,0,0,0,0,0,0,0,1,48187,0,0,0,0,0,0,48187,0,793,,,,,,,
Greeley,1998,0,0,0,0,0,0,0,0,0,0,1,70528,0,0,0,0,0,0,70528,0,793,,,,,,,
Greeley,1999,0,0,0,0,0,0,0,0,0,0,1,322532,0,0,0,0,0,0,322532,0,793,,,,,,,
Greeley,2001,0,0,0,0,0,0,0,0,0,0,1,1916214,0,0,0,0,0,0,1916214,0,793,,,,,,,
Greeley,2003,0,0,0,0,0,0,0,0,0,0,1,187608,0,0,0,0,0,0,187608,0,793,,,,,,,
Greeley,2004,0,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,0,0,3000,0,793,,,,,,,
Greeley,2005,0,0,0,0,0,0,0,0,0,0,1,1594516,0,0,0,0,0,0,1594516,0,793,,,,,,,
Greeley,2007,0,0,0,0,0,0,0,0,0,0,1,168976,0,0,0,0,0,0,168976,0,793,,,,,,,
Greeley,2009,0,0,0,0,0,0,0,0,0,0,1,1170023,0,0,0,0,0,0,1170023,0,793,,,,,,,
Greeley,2010,0,0,0,0,0,0,0,0,0,0,1,2492970,0,0,0,0,0,0,2492970,0,793,,,,,,,
Greeley,2012,0,0,0,0,0,0,0,0,0,0,1,20195,0,0,0,0,0,0,20195,0,793,,,,,,,
Greeley,2018,0,0,0,0,0,0,0,0,0,0,1,2452070,0,0,0,0,0,0,2452070,0,793,,,,,,,
Greeley,2019,0,0,0,0,0,0,0,0,0,0,1,98652,0,0,0,0,0,0,98652,0,793,,,,,,,
Greeley,2020,0,0,0,0,0,0,0,0,0,0,1,1567869,0,0,0,0,0,0,1567869,0,793,,,,,,,
Greeley,2022,0,0,0,0,0,0,0,0,0,0,1,941753,0,0,0,0,0,0,941753,0,793,,,,,,,
Green Bay,1994,0,0,0,0,0,0,0,0,0,0,1,165159,0,0,0,0,0,0,165159,0,794,,,,,,,
Green Bay,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,794,,,,,,,
Green Bay,2018,0,0,0,0,0,0,0,0,0,0,1,311689,0,0,0,0,0,0,311689,0,794,,,,,,,
Green Bay,2020,0,0,0,0,0,0,0,0,0,0,1,479724,0,0,0,0,0,0,479724,0,794,,,,,,,
Green Bay,2021,0,0,0,0,0,0,0,0,0,0,1,69481,0,0,0,0,0,0,69481,0,794,,,,,,,
Greenbelt,1994,0,0,0,0,0,0,0,0,0,0,1,80000,0,0,0,0,0,0,80000,0,795,,,,,,,
Greenbelt,2001,0,0,0,0,0,0,0,0,0,0,1,11900,0,0,0,0,0,0,11900,0,795,,,,,,,
Greenbelt,2003,0,0,0,0,0,0,0,0,0,0,1,32650,0,0,0,0,0,0,32650,0,795,,,,,,,
Greenbelt,2004,0,0,0,0,0,0,0,0,0,0,1,80793,0,0,0,0,0,0,80793,0,795,,,,,,,
Greenbelt,2008,0,0,1,1000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1000000,0,795,,,,,,,
Greenbelt,2012,0,0,1,0,0,0,0,0,0,0,1,134659,0,0,0,0,0,0,134659,0,795,,,,,,,
Greenbelt,2017,0,0,1,0,0,0,0,0,0,0,1,5400,0,0,0,0,0,0,5400,0,795,,,,,,,
Greencastle,1996,0,0,0,0,0,0,0,0,0,0,1,49116,0,0,0,0,0,0,49116,0,796,,,,,,,
Greencastle,1997,0,0,0,0,0,0,0,0,0,0,1,371723,0,0,0,0,0,0,371723,0,796,,,,,,,
Greencastle,1999,0,0,0,0,0,0,0,0,0,0,1,42586,0,0,0,0,0,0,42586,0,796,,,,,,,
Greencastle,2000,0,0,0,0,0,0,0,0,0,0,1,149010,0,0,0,0,0,0,149010,0,796,,,,,,,
Greencastle,2001,0,0,0,0,0,0,0,0,0,0,1,201728,0,0,0,0,0,0,201728,0,796,,,,,,,
Greencastle,2002,0,0,0,0,0,0,0,0,0,0,1,110698,0,0,0,0,0,0,110698,0,796,,,,,,,
Greencastle,2003,0,0,0,0,0,0,0,0,0,0,1,234161,0,0,0,0,0,0,234161,0,796,,,,,,,
Greencastle,2004,0,0,0,0,0,0,0,0,0,0,1,55794,0,0,0,0,0,0,55794,0,796,,,,,,,
Greencastle,2006,0,0,0,0,0,0,0,0,0,0,1,42282,0,0,0,0,0,0,42282,0,796,,,,,,,
Greencastle,2007,0,0,0,0,0,0,0,0,0,0,1,205514,0,0,0,0,0,0,205514,0,796,,,,,,,
Greencastle,2009,0,0,0,0,0,0,0,0,0,0,1,1541820,0,0,0,0,0,0,1541820,0,796,,,,,,,
Greencastle,2010,0,0,0,0,0,0,0,0,0,0,1,319404,0,0,0,0,0,0,319404,0,796,,,,,,,
Greencastle,2012,0,0,0,0,0,0,0,0,0,0,1,436158,0,0,0,0,0,0,436158,0,796,,,,,,,
Greencastle,2016,0,0,0,0,0,0,0,0,0,0,1,288990,0,0,0,0,0,0,288990,0,796,,,,,,,
Greencastle,2017,0,0,0,0,0,0,0,0,0,0,1,420000,0,0,0,0,0,0,420000,0,796,,,,,,,
Greencastle,2019,0,0,0,0,0,0,0,0,0,0,1,573522,0,0,0,0,0,0,573522,0,796,,,,,,,
Greencastle,2020,0,0,0,0,0,0,0,0,0,0,1,149857,0,0,0,0,0,0,149857,0,796,,,,,,,
Greene County,1994,0,0,0,0,0,0,0,0,0,0,1,108860,0,0,0,0,0,0,108860,0,797,,,,,,,
Greene County,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,797,,,,,,,
Greeneville,1996,0,0,0,0,0,0,0,0,0,0,1,23878,0,0,0,0,0,0,23878,0,798,,,,,,,
Greenough,2018,1,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225000,0,799,,,,,,,
Greenough,2019,1,0,1,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,799,,,,,,,
Greensboro,1988,0,0,0,0,0,0,0,0,0,0,1,959923,0,0,0,0,0,0,959923,0,800,,,,,,,2012.0
Greensboro,1989,0,0,0,0,0,0,0,0,0,0,1,1601000,0,0,0,0,0,0,1601000,0,800,,,,,,,2012.0
Greensboro,1992,0,0,0,0,0,0,0,0,0,0,1,6704043,0,0,0,0,0,0,6704043,0,800,,,,,,,2012.0
Greensboro,1993,0,0,0,0,0,0,0,0,0,0,1,382103,0,0,0,0,0,0,382103,0,800,,,,,,,2012.0
Greensboro,1994,0,0,0,0,0,0,0,0,0,0,1,2187479,0,0,0,0,0,0,2187479,0,800,,,,,,,2012.0
Greensboro,1995,0,0,0,0,0,0,0,0,0,0,1,2968597,0,0,0,0,0,0,2968597,0,800,,,,,,,2012.0
Greensboro,1996,0,0,0,0,0,0,0,0,0,0,1,601480,0,0,0,0,0,0,601480,0,800,,,,,,,2012.0
Greensboro,1997,0,0,0,0,0,0,0,0,0,0,1,5301061,0,0,0,0,0,0,5301061,0,800,,,,,,,2012.0
Greensboro,1998,0,0,0,0,0,0,0,0,0,0,1,1336112,0,0,0,0,0,0,1336112,0,800,,,,,,,2012.0
Greensboro,1999,0,0,0,0,0,0,0,0,0,0,1,101046,0,0,0,0,0,0,101046,0,800,,,,,,,2012.0
Greensboro,2000,0,0,0,0,0,0,0,0,0,0,1,3750726,0,0,0,0,0,0,3750726,0,800,,,,,,,2012.0
Greensboro,2001,0,0,0,0,0,0,0,0,0,0,1,537504,0,0,0,0,0,0,537504,0,800,,,,,,,2012.0
Greensboro,2002,0,0,0,0,0,0,0,0,0,0,1,718710,0,0,0,0,0,0,718710,0,800,,,,,,,2012.0
Greensboro,2003,0,0,0,0,0,0,0,0,0,0,1,98970,0,0,0,0,0,0,98970,0,800,,,,,,,2012.0
Greensboro,2004,0,0,0,0,0,0,0,0,0,0,1,642318,0,0,0,0,0,0,642318,0,800,,,,,,,2012.0
Greensboro,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,800,,,,,,,2012.0
Greensboro,2006,0,0,0,0,0,0,0,0,0,0,1,4440075,0,0,0,0,0,0,4440075,0,800,,,,,,,2012.0
Greensboro,2007,0,0,0,0,0,0,0,0,0,0,1,6384966,0,0,0,0,0,0,6384966,0,800,,,,,,,2012.0
Greensboro,2008,0,0,0,0,0,0,0,0,0,0,1,21769275,0,0,0,0,0,0,21769275,0,800,,,,,,,2012.0
Greensboro,2009,0,0,0,0,0,0,0,0,0,0,1,692914,0,0,0,0,0,0,692914,0,800,,,,,,,2012.0
Greensboro,2010,0,0,0,0,0,0,0,0,0,0,1,7540767,0,0,0,0,0,0,7540767,0,800,,,,,,,2012.0
Greensboro,2011,0,0,0,0,0,0,0,0,0,0,1,1358000,0,0,0,0,0,0,1358000,0,800,,,,,,,2012.0
Greensboro,2012,0,0,0,0,0,0,0,0,0,0,1,10478142,0,1,50000,0,0,50000,10528142,1,800,,,,,,,2012.0
Greensboro,2013,0,0,0,0,0,0,0,0,0,0,1,1299196,0,0,0,0,0,0,1299196,1,800,,,,,,,2012.0
Greensboro,2014,0,0,0,0,0,0,0,0,0,0,1,2115756,0,0,0,0,0,0,2115756,1,800,,,,,,,2012.0
Greensboro,2015,0,0,0,0,0,0,0,0,0,0,1,1782094,0,0,0,0,0,0,1782094,1,800,,,,,,,2012.0
Greensboro,2016,0,0,1,750000,0,0,0,0,0,0,1,2101791,0,0,0,0,0,0,2851791,1,800,,,,,,,2012.0
Greensboro,2017,0,0,1,0,0,0,0,0,0,0,1,1999717,0,0,0,0,0,0,1999717,1,800,,,,,,,2012.0
Greensboro,2018,1,225000,1,728849,0,0,0,0,0,0,1,12816657,0,1,50000,0,0,50000,13820506,1,800,,,,,,,2012.0
Greensboro,2019,1,224491,1,0,0,0,0,0,0,0,1,12379977,0,3,150000,0,0,150000,12754468,1,800,,,,,,,2012.0
Greensboro,2020,1,0,1,0,0,0,0,0,0,0,1,12062682,0,2,100000,0,0,100000,12162682,1,800,,,,,,,2012.0
Greensboro,2021,1,255834,1,0,0,0,0,0,0,0,1,18536045,0,2,100000,0,0,100000,18891879,1,800,,,,,,,2012.0
Greensboro,2022,1,0,1,999999,1,255748,0,0,0,0,1,14239240,0,0,0,0,0,0,15494987,1,800,,,,,,,2012.0
Greensburg,2022,0,0,0,0,0,0,0,0,0,0,1,749966,0,0,0,0,0,0,749966,0,801,,,,,,,
Greenvale,1997,0,0,0,0,0,0,0,0,0,0,1,90918,0,0,0,0,0,0,90918,0,802,,,,,,,
Greenvale,1999,0,0,0,0,0,0,0,0,0,0,1,40660,0,0,0,0,0,0,40660,0,802,,,,,,,
Greenvale,2008,0,0,0,0,0,0,0,0,0,0,1,198324,0,0,0,0,0,0,198324,0,802,,,,,,,
Greenvale,2010,0,0,0,0,0,0,0,0,0,0,1,140000,0,0,0,0,0,0,140000,0,802,,,,,,,
Greenvale,2017,0,0,0,0,0,0,0,0,0,0,1,796942,0,0,0,0,0,0,796942,0,802,,,,,,,
Greenvale,2018,0,0,0,0,0,0,0,0,0,0,1,92235,0,0,0,0,0,0,92235,0,802,,,,,,,
Greenvale,2019,0,0,0,0,0,0,0,0,0,0,1,89200,0,0,0,0,0,0,89200,0,802,,,,,,,
Greenvale,2020,0,0,0,0,0,0,0,0,0,0,1,625935,0,0,0,0,0,0,625935,0,802,,,,,,,
Greenvale,2021,0,0,0,0,0,0,0,0,0,0,1,119987,0,0,0,0,0,0,119987,0,802,,,,,,,
Greenvale,2022,0,0,0,0,0,0,0,0,0,0,1,1308989,0,0,0,0,0,0,1308989,0,802,,,,,,,
Greenville,1990,0,0,0,0,0,0,0,0,0,0,1,240000,0,0,0,0,0,0,240000,0,803,,,,,,,2020.0
Greenville,1991,0,0,0,0,0,0,0,0,0,0,1,120000,0,0,0,0,0,0,120000,0,803,,,,,,,2020.0
Greenville,1992,0,0,0,0,0,0,0,0,0,0,1,167292,0,0,0,0,0,0,167292,0,803,,,,,,,2020.0
Greenville,1993,0,0,0,0,0,0,0,0,0,0,1,211400,0,0,0,0,0,0,211400,0,803,,,,,,,2020.0
Greenville,1994,0,0,0,0,0,0,0,0,0,0,1,635270,0,0,0,0,0,0,635270,0,803,,,,,,,2020.0
Greenville,1995,0,0,0,0,0,0,0,0,0,0,1,88000,0,0,0,0,0,0,88000,0,803,,,,,,,2020.0
Greenville,1996,0,0,0,0,0,0,0,0,0,0,1,892783,0,0,0,0,0,0,892783,0,803,,,,,,,2020.0
Greenville,1997,0,0,0,0,0,0,0,0,0,0,1,153799,0,0,0,0,0,0,153799,0,803,,,,,,,2020.0
Greenville,1998,0,0,0,0,0,0,0,0,0,0,1,104866,0,0,0,0,0,0,104866,0,803,,,,,,,2020.0
Greenville,1999,0,0,0,0,0,0,0,0,0,0,1,692870,0,0,0,0,0,0,692870,0,803,,,,,,,2020.0
Greenville,2000,0,0,0,0,0,0,0,0,0,0,1,452243,0,0,0,0,0,0,452243,0,803,,,,,,,2020.0
Greenville,2001,0,0,0,0,0,0,0,0,0,0,1,583426,0,0,0,0,0,0,583426,0,803,,,,,,,2020.0
Greenville,2002,0,0,0,0,0,0,0,0,0,0,1,845226,0,0,0,0,0,0,845226,0,803,,,,,,,2020.0
Greenville,2003,0,0,0,0,0,0,0,0,0,0,1,864878,0,0,0,0,0,0,864878,0,803,,,,,,,2020.0
Greenville,2004,0,0,0,0,0,0,0,0,0,0,1,971136,0,0,0,0,0,0,971136,0,803,,,,,,,2020.0
Greenville,2005,0,0,0,0,0,0,0,0,0,0,1,1071779,0,0,0,0,0,0,1071779,0,803,,,,,,,2020.0
Greenville,2006,0,0,0,0,0,0,0,0,0,0,1,43773,0,0,0,0,0,0,43773,0,803,,,,,,,2020.0
Greenville,2007,0,0,0,0,0,0,0,0,0,0,1,540000,0,0,0,0,0,0,540000,0,803,,,,,,,2020.0
Greenville,2009,0,0,0,0,0,0,0,0,0,0,1,903500,0,0,0,0,0,0,903500,0,803,,,,,,,2020.0
Greenville,2010,0,0,0,0,0,0,0,0,0,0,1,737179,0,0,0,0,0,0,737179,0,803,,,,,,,2020.0
Greenville,2011,0,0,0,0,0,0,0,0,0,0,1,996710,0,0,0,0,0,0,996710,0,803,,,,,,,2020.0
Greenville,2012,0,0,0,0,0,0,0,0,0,0,1,856635,0,0,0,0,0,0,856635,0,803,,,,,,,2020.0
Greenville,2013,0,0,0,0,0,0,0,0,0,0,1,19120,0,0,0,0,0,0,19120,0,803,,,,,,,2020.0
Greenville,2014,0,0,0,0,0,0,0,0,0,0,1,902277,0,0,0,0,0,0,902277,0,803,,,,,,,2020.0
Greenville,2015,0,0,0,0,0,0,0,0,0,0,1,342981,0,0,0,0,0,0,342981,0,803,,,,,,,2020.0
Greenville,2016,0,0,0,0,0,0,0,0,0,0,1,1335749,0,0,0,0,0,0,1335749,0,803,,,,,,,2020.0
Greenville,2017,0,0,0,0,0,0,0,0,0,0,1,4376634,0,0,0,0,0,0,4376634,0,803,,,,,,,2020.0
Greenville,2018,0,0,0,0,0,0,0,0,0,0,1,2847323,0,0,0,0,0,0,2847323,0,803,,,,,,,2020.0
Greenville,2019,0,0,0,0,0,0,0,0,0,0,1,7847145,0,0,0,0,0,0,7847145,0,803,,,,,,,2020.0
Greenville,2020,0,0,0,0,0,0,0,0,0,0,1,8731923,0,1,50000,0,0,50000,8781923,1,803,,,,,,,2020.0
Greenville,2021,0,0,0,0,0,0,0,0,0,0,1,14163919,0,1,50000,0,0,50000,14213919,1,803,,,,,,,2020.0
Greenville,2022,0,0,0,0,0,0,0,0,0,0,1,3611489,0,0,0,0,0,0,3611489,1,803,,,,,,,2020.0
Greenwich,1996,0,0,0,0,0,0,0,0,0,0,1,15000,0,0,0,0,0,0,15000,0,804,,,,,,,
Greenwood,1995,0,0,0,0,0,0,0,0,0,0,1,50000,0,0,0,0,0,0,50000,0,805,,,,,,,
Greenwood,1998,0,0,0,0,0,0,0,0,0,0,1,110000,0,0,0,0,0,0,110000,0,805,,,,,,,
Greenwood,1999,0,0,0,0,0,0,0,0,0,0,1,24165,0,0,0,0,0,0,24165,0,805,,,,,,,
Greenwood,2001,0,0,0,0,0,0,0,0,0,0,1,788000,0,0,0,0,0,0,788000,0,805,,,,,,,
Greenwood Village,1995,0,0,0,0,0,0,0,0,0,0,1,1379947,0,0,0,0,0,0,1379947,0,806,,,,,,,
Greenwood Village,2010,1,149982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149982,0,806,,,,,,,
Greer,1993,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,807,,,,,,,
Gresham,1994,0,0,0,0,0,0,0,0,0,0,1,494923,0,0,0,0,0,0,494923,0,808,,,,,,,
Gresham,1995,0,0,0,0,0,0,0,0,0,0,1,25083,0,0,0,0,0,0,25083,0,808,,,,,,,
Gresham,2001,0,0,0,0,0,0,0,0,0,0,1,1379062,0,0,0,0,0,0,1379062,0,808,,,,,,,
Gresham,2021,0,0,0,0,0,0,0,0,0,0,1,647754,0,0,0,0,0,0,647754,0,808,,,,,,,
Greybull,1995,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,7500,0,809,,,,,,,
Grinnell,1992,0,0,0,0,0,0,0,0,0,0,1,56978,0,0,0,0,0,0,56978,0,810,,,,,,,
Grinnell,1993,0,0,0,0,0,0,0,0,0,0,1,43677,0,0,0,0,0,0,43677,0,810,,,,,,,
Grinnell,1994,0,0,0,0,0,0,0,0,0,0,1,551451,0,0,0,0,0,0,551451,0,810,,,,,,,
Grinnell,1995,0,0,0,0,0,0,0,0,0,0,1,36000,0,0,0,0,0,0,36000,0,810,,,,,,,
Grinnell,1996,0,0,0,0,0,0,0,0,0,0,1,773883,0,0,0,0,0,0,773883,0,810,,,,,,,
Grinnell,1997,0,0,0,0,0,0,0,0,0,0,1,127200,0,0,0,0,0,0,127200,0,810,,,,,,,
Grinnell,1998,0,0,0,0,0,0,0,0,0,0,1,611892,0,0,0,0,0,0,611892,0,810,,,,,,,
Grinnell,2002,0,0,0,0,0,0,0,0,0,0,1,201959,0,0,0,0,0,0,201959,0,810,,,,,,,
Grinnell,2003,0,0,0,0,0,0,0,0,0,0,1,451774,0,0,0,0,0,0,451774,0,810,,,,,,,
Grinnell,2005,0,0,0,0,0,0,0,0,0,0,1,482512,0,0,0,0,0,0,482512,0,810,,,,,,,
Grinnell,2006,0,0,0,0,0,0,0,0,0,0,1,99622,0,0,0,0,0,0,99622,0,810,,,,,,,
Grinnell,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,810,,,,,,,
Grinnell,2008,0,0,0,0,0,0,0,0,0,0,1,51716,0,0,0,0,0,0,51716,0,810,,,,,,,
Grinnell,2011,0,0,0,0,0,0,0,0,0,0,1,620350,0,0,0,0,0,0,620350,0,810,,,,,,,
Grinnell,2012,0,0,0,0,0,0,0,0,0,0,1,99171,0,0,0,0,0,0,99171,0,810,,,,,,,
Grinnell,2015,0,0,0,0,0,0,0,0,0,0,1,202140,0,0,0,0,0,0,202140,0,810,,,,,,,
Grinnell,2017,0,0,0,0,0,0,0,0,0,0,1,377371,0,0,0,0,0,0,377371,0,810,,,,,,,
Grinnell,2018,0,0,0,0,0,0,0,0,0,0,1,1153870,0,0,0,0,0,0,1153870,0,810,,,,,,,
Grinnell,2019,0,0,0,0,0,0,0,0,0,0,1,699370,0,0,0,0,0,0,699370,0,810,,,,,,,
Grinnell,2020,0,0,0,0,0,0,0,0,0,0,1,198572,0,0,0,0,0,0,198572,0,810,,,,,,,
Grinnell,2021,0,0,0,0,0,0,0,0,0,0,1,524611,0,0,0,0,0,0,524611,0,810,,,,,,,
Grinnell,2022,0,0,0,0,0,0,0,0,0,0,1,4146588,0,0,0,0,0,0,4146588,0,810,,,,,,,
Groton,1991,0,0,0,0,0,0,0,0,0,0,1,210603,0,0,0,0,0,0,210603,0,811,,,,,,,
Groton,2006,0,0,0,0,0,0,0,0,0,0,1,120000,0,0,0,0,0,0,120000,0,811,,,,,,,
Groton,2016,0,0,0,0,0,0,0,0,0,0,1,138000,0,0,0,0,0,0,138000,0,811,,,,,,,
Groton,2022,0,0,0,0,1,248418,0,0,0,0,1,0,0,0,0,0,0,0,248418,0,811,,,,,,,
Guam,2010,0,0,0,0,0,0,0,0,0,0,1,300000,0,0,0,0,0,0,300000,0,812,,,,,,,
Guam,2017,0,0,0,0,0,0,0,0,0,0,1,21008,0,0,0,0,0,0,21008,0,812,,,,,,,
Guilford,2012,1,149650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149650,0,813,,,,,,,
Guilford,2020,1,512000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512000,0,813,,,,,,,
Gunnison,1996,0,0,0,0,0,0,0,0,0,0,1,19630,0,0,0,0,0,0,19630,0,814,,,,,,,
Gunnison,1998,0,0,0,0,0,0,0,0,0,0,1,35900,0,0,0,0,0,0,35900,0,814,,,,,,,
Gunnison,2021,0,0,0,0,0,0,0,0,0,0,1,2105241,0,0,0,0,0,0,2105241,0,814,,,,,,,
Gurabo,2001,0,0,0,0,0,0,0,0,0,0,1,19914,0,0,0,0,0,0,19914,0,815,,,,,,,
Gurabo,2005,0,0,0,0,0,0,0,0,0,0,1,264454,0,0,0,0,0,0,264454,0,815,,,,,,,
Gurabo,2010,0,0,0,0,0,0,0,0,0,0,1,427484,0,0,0,0,0,0,427484,0,815,,,,,,,
Gurabo,2014,0,0,0,0,0,0,0,0,0,0,1,49999,0,0,0,0,0,0,49999,0,815,,,,,,,
